GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Lepisosteus osseus,http://www.fishtraits.info/,freshwater,North America,longnose gar,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,200,5,26,77156,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-4.2,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis auritus,http://www.fishtraits.info/,freshwater,North America,redbreast sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,30.5,2,6,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,31,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis cyanellus,http://www.fishtraits.info/,freshwater,North America,green sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,31,2,8,10000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.3,32.9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis gibbosus,http://www.fishtraits.info/,freshwater,North America,pumpkinseed,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,40,2,8,14000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.4,28.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis gulosus,http://www.fishtraits.info/,freshwater,North America,warmouth,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,31,1.5,8,63000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.2,33.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis humilis,http://www.fishtraits.info/,freshwater,North America,orangespotted sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,15,1.5,4,4700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.9,32.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis macrochirus,http://www.fishtraits.info/,freshwater,North America,bluegill,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,41,2,10,50000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-3.6,32.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis megalotis,http://www.fishtraits.info/,freshwater,North America,longear sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,24,2,7,22119,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-3.8,32.5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis microlophus,http://www.fishtraits.info/,freshwater,North America,redear sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,43.2,2,5,80000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,33,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lepomis miniatus,http://www.fishtraits.info/,freshwater,North America,redspotted sunfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,18,2,5,15000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8,34.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Leptatherina wallacei,fishbase,freshwater,Australia,western hardyhead,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,1,2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lota lota,"http://www.fishtraits.info/, fishbase",freshwater,Europe,burbot,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,152,3,20,1362000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lucania goodei,http://www.fishtraits.info/,freshwater,North America,bluefin killifish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,2,300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7.6,33,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Lucania interioris,fishbase,freshwater,North America,Cuatrocienegas killifish,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Lucania parva,http://www.fishtraits.info/,freshwater,North America,rainwater killifish,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.2,0.4,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,2.1,33.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Luxilus cornutus,http://www.fishtraits.info/,freshwater,North America,common shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,18,2,6,1950,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-12.9,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Macquaria ambigua,"fishbase, fishes of australia",freshwater,Australia,golden perch,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,76,4,26,"500,000",FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Macrhybopsis aestivalis,http://www.fishtraits.info/,freshwater,North America,speckled chub,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7.6,1,1.5,796,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.3,34.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LC,TRUE,FALSE,TRUE,FALSE,FALSE,O
Meda fulgida,http://www.fishtraits.info/,freshwater,North America,spikedace,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9.1,1,2.5,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,37.7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Melanotaenia australis,"fishbase, fishes of australia, https://rainbowfish.angfaqld.org.au/Australis.htm",freshwater,Australia,western rainbowfish,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,200,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Melanotaenia splendida,"fishbase, fishes of australia",freshwater,Australia,eastern rainbowfish,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,NA,3,200,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Melanotaenia splendida tatei,"fishbase, fishes of australia",freshwater,Australia,eastern rainbowfish,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,NA,3,200,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Menidia audens,fishbase,freshwater,North America,Mississippi silverside,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus coosae,http://www.fishtraits.info/,freshwater,North America,redeye bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,47,3,10,2334,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.6,31.9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus dolomieu,http://www.fishtraits.info/,freshwater,North America,smallmouth bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,69,3.5,15,27000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,28.3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus punctulatus,http://www.fishtraits.info/,freshwater,North America,spotted bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,63.5,2.5,7,47000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.9,32.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus punctulatus henshalli,http://www.fishtraits.info/,freshwater,North America,spotted bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,63.5,2.5,7,47000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.9,32.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus salmoides,http://www.fishtraits.info/,freshwater,North America,largemouth bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,97,2.5,16,109314,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-3.3,32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Micropterus salmoides floridanus,http://www.fishtraits.info/,freshwater,North America,largemouth bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,97,2.5,16,109314,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-3.3,32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Moapa coriacea,http://www.fishtraits.info/,freshwater,North America,Moapa dace,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,4,772,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,36.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CR,TRUE,FALSE,TRUE,TRUE,TRUE,O
Mogurnda clivicola,IUCN,freshwater,Australia,Flinders Ranges Mogurnda,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,13,0.5,5,800,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Mogurnda larapintae,"fishbase, fishes of australia",freshwater,Australia,desert mogurnda,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NT,TRUE,FALSE,FALSE,TRUE,FALSE,O
Mogurnda mogurnda,"fishbase, fishes of australia",freshwater,Australia,northern trout gudgeon,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,20,NA,NA,150,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Morone americana,http://www.fishtraits.info/; fishbase.se,anadromous,North America,white perch,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,49.5,3.5,12,150000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-11.4,26.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Morone chrysops,http://www.fishtraits.info/,freshwater,North America,white bass,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,45,2,7,1000000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.2,31.7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Morone mississippiensis,http://www.fishtraits.info/,freshwater,North America,yellow bass,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,46,3,6,165000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.4,32.7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Morone saxatilis,http://www.fishtraits.info/; fishbase.se,anadromous,North America,striped bass,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,200,4.5,30,5000000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-1.7,31.9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Moxostoma austrinum,http://www.fishtraits.info/,freshwater,North America,Mexican redhorse,West Mexican redhorse,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0.5,37.8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,DD,TRUE,FALSE,FALSE,FALSE,FALSE,O
Moxostoma congestum,http://www.fishtraits.info/,freshwater,North America,gray redhorse,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,4,6,25000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,35,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LC,TRUE,FALSE,FALSE,FALSE,FALSE,O
Mugil cephalus,fishbase,catadromous ,cosmopolitan,flathead grey mullet,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,120,3,16,"4,800,000",FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Mugil curema,fishbase.se,catadromous ,North America,White mullet,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,91,2,NA,2238,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Nannatherina balstoni,"fishbase, IUCNredlist.org, fishes of australia",freshwater,Australia,Balston's pygmy perch,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,3,"1,600",FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Nematalosa erebi,fishbase,potamodromous,Australia,"bony bream, Australian river gizzard shad",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,48,2,10,"880,000",TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Neosilurus gloveri,fishbase,freshwater,Australia,Dalhousie catfish,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,NA,"1,197",NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CR,TRUE,FALSE,FALSE,TRUE,TRUE,O
Neosilurus hyrtlii,"fishbase, https://www.mdba.gov.au/sites/default/files/archived/mdbc-NFS-reports/2202_factsheet_native_hyrtls_tandan.pdf",freshwater,Australia,Hyrtl's catfish,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,34,1,5,"3,630",FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Nocomis biguttatus,http://www.fishtraits.info/,freshwater,North America,hornyhead chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26,2,4,725,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-12.4,29.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notemigonus crysoleucas,http://www.fishtraits.info/,freshwater,North America,golden shiner,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,30,1,8,4700,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-9.4,29.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Notropis amabilis,http://www.fishtraits.info/,freshwater,North America,Texas shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,1,2,286,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.7,37,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
